surrogate_setting,dataset,target_type,target_item,victim_model,method,metric,k,attack_size,value
FreqRec,yoochoose1_64,popular,10195,freqrec,CREAT,mrr,10,0.01,0.0014659708982403
FreqRec,yoochoose1_64,popular,10195,freqrec,CREAT,mrr,20,0.01,0.007577968827838
FreqRec,yoochoose1_64,popular,10195,freqrec,CREAT,mrr,30,0.01,0.0125983616632165
FreqRec,yoochoose1_64,popular,10195,freqrec,CREAT,mrr,40,0.01,0.0155198061697548
FreqRec,yoochoose1_64,popular,10195,freqrec,CREAT,mrr,50,0.01,0.017888902131981
FreqRec,yoochoose1_64,popular,10195,freqrec,CREAT,recall,10,0.01,0.0090700919532004
FreqRec,yoochoose1_64,popular,10195,freqrec,CREAT,recall,20,0.01,0.1060860853697806
FreqRec,yoochoose1_64,popular,10195,freqrec,CREAT,recall,30,0.01,0.2318866506851765
FreqRec,yoochoose1_64,popular,10195,freqrec,CREAT,recall,40,0.01,0.335414504991234
FreqRec,yoochoose1_64,popular,10195,freqrec,CREAT,recall,50,0.01,0.4426455329349887
FreqRec,yoochoose1_64,popular,10195,freqrec,DPSBR,mrr,10,0.01,0.0011692995802445
FreqRec,yoochoose1_64,popular,10195,freqrec,DPSBR,mrr,20,0.01,0.0060365040129278
FreqRec,yoochoose1_64,popular,10195,freqrec,DPSBR,mrr,30,0.01,0.0115298985584172
FreqRec,yoochoose1_64,popular,10195,freqrec,DPSBR,mrr,40,0.01,0.0144157331646896
FreqRec,yoochoose1_64,popular,10195,freqrec,DPSBR,mrr,50,0.01,0.0164206876889499
FreqRec,yoochoose1_64,popular,10195,freqrec,DPSBR,recall,10,0.01,0.0074779061862678
FreqRec,yoochoose1_64,popular,10195,freqrec,DPSBR,recall,20,0.01,0.0868367383448423
FreqRec,yoochoose1_64,popular,10195,freqrec,DPSBR,recall,30,0.01,0.2210096962324233
FreqRec,yoochoose1_64,popular,10195,freqrec,DPSBR,recall,40,0.01,0.3228559161329564
FreqRec,yoochoose1_64,popular,10195,freqrec,DPSBR,recall,50,0.01,0.4135747253926795
FreqRec,yoochoose1_64,popular,10195,freqrec,Poisoning-SSL,mrr,10,0.01,0.0326098358290917
FreqRec,yoochoose1_64,popular,10195,freqrec,Poisoning-SSL,mrr,20,0.01,0.0420405416223051
FreqRec,yoochoose1_64,popular,10195,freqrec,Poisoning-SSL,mrr,30,0.01,0.0470494604942024
FreqRec,yoochoose1_64,popular,10195,freqrec,Poisoning-SSL,mrr,40,0.01,0.0496033301966624
FreqRec,yoochoose1_64,popular,10195,freqrec,Poisoning-SSL,mrr,50,0.01,0.0509318903340516
FreqRec,yoochoose1_64,popular,10195,freqrec,Poisoning-SSL,recall,10,0.01,0.1265519338795663
FreqRec,yoochoose1_64,popular,10195,freqrec,Poisoning-SSL,recall,20,0.01,0.2664674943647357
FreqRec,yoochoose1_64,popular,10195,freqrec,Poisoning-SSL,recall,30,0.01,0.3922501699524133
FreqRec,yoochoose1_64,popular,10195,freqrec,Poisoning-SSL,recall,40,0.01,0.4813052345343304
FreqRec,yoochoose1_64,popular,10195,freqrec,Poisoning-SSL,recall,50,0.01,0.5414683888511217
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-C,mrr,10,0.01,0.0022566258724081
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-C,mrr,20,0.01,0.0135449308557421
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-C,mrr,30,0.01,0.0181637608235667
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-C,mrr,40,0.01,0.020523767668682
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-C,mrr,50,0.01,0.0224348532112141
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-C,recall,10,0.01,0.0151168199220007
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-C,recall,20,0.01,0.1890944219828974
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-C,recall,30,0.01,0.3031951053704962
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-C,recall,40,0.01,0.3855415220580342
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-C,recall,50,0.01,0.4724319295860317
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-G,mrr,10,0.01,0.0015012960113858
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-G,mrr,20,0.01,0.0112637612365343
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-G,mrr,30,0.01,0.0163263805776083
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-G,mrr,40,0.01,0.018664451131759
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-G,mrr,50,0.01,0.0210550946838959
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-G,recall,10,0.01,0.0101076961608644
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-G,recall,20,0.01,0.1674120719882643
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-G,recall,30,0.01,0.2929621811156034
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-G,recall,40,0.01,0.3750402518873663
FreqRec,yoochoose1_64,popular,10195,freqrec,TC-SACP-G,recall,50,0.01,0.4829153100289813
FreqRec,yoochoose1_64,popular,10195,mdhg,CREAT,mrr,10,0.01,0.0034394563340142
FreqRec,yoochoose1_64,popular,10195,mdhg,CREAT,mrr,20,0.01,0.0110224627757004
FreqRec,yoochoose1_64,popular,10195,mdhg,CREAT,mrr,30,0.01,0.0137248073652473
FreqRec,yoochoose1_64,popular,10195,mdhg,CREAT,mrr,40,0.01,0.017245432526547
FreqRec,yoochoose1_64,popular,10195,mdhg,CREAT,mrr,50,0.01,0.0198643209537593
FreqRec,yoochoose1_64,popular,10195,mdhg,CREAT,recall,10,0.01,0.0198397080396436
FreqRec,yoochoose1_64,popular,10195,mdhg,CREAT,recall,20,0.01,0.1303445561558553
FreqRec,yoochoose1_64,popular,10195,mdhg,CREAT,recall,30,0.01,0.1990232208665784
FreqRec,yoochoose1_64,popular,10195,mdhg,CREAT,recall,40,0.01,0.3245554402661991
FreqRec,yoochoose1_64,popular,10195,mdhg,CREAT,recall,50,0.01,0.4432895631328491
FreqRec,yoochoose1_64,popular,10195,mdhg,DPSBR,mrr,10,0.01,0.0132678597695236
FreqRec,yoochoose1_64,popular,10195,mdhg,DPSBR,mrr,20,0.01,0.0236526567868943
FreqRec,yoochoose1_64,popular,10195,mdhg,DPSBR,mrr,30,0.01,0.026317676177734
FreqRec,yoochoose1_64,popular,10195,mdhg,DPSBR,mrr,40,0.01,0.0279315701833516
FreqRec,yoochoose1_64,popular,10195,mdhg,DPSBR,mrr,50,0.01,0.0301631304776665
FreqRec,yoochoose1_64,popular,10195,mdhg,DPSBR,recall,10,0.01,0.0752620845110737
FreqRec,yoochoose1_64,popular,10195,mdhg,DPSBR,recall,20,0.01,0.2176285376936563
FreqRec,yoochoose1_64,popular,10195,mdhg,DPSBR,recall,30,0.01,0.2844645604493899
FreqRec,yoochoose1_64,popular,10195,mdhg,DPSBR,recall,40,0.01,0.3413717843214426
FreqRec,yoochoose1_64,popular,10195,mdhg,DPSBR,recall,50,0.01,0.4435400193209059
FreqRec,yoochoose1_64,popular,10195,mdhg,Poisoning-SSL,mrr,10,0.01,0.0083079256605143
FreqRec,yoochoose1_64,popular,10195,mdhg,Poisoning-SSL,mrr,20,0.01,0.0180894181375646
FreqRec,yoochoose1_64,popular,10195,mdhg,Poisoning-SSL,mrr,30,0.01,0.0240285501782174
FreqRec,yoochoose1_64,popular,10195,mdhg,Poisoning-SSL,mrr,40,0.01,0.0270848873506242
FreqRec,yoochoose1_64,popular,10195,mdhg,Poisoning-SSL,mrr,50,0.01,0.0289016192335742
FreqRec,yoochoose1_64,popular,10195,mdhg,Poisoning-SSL,recall,10,0.01,0.0424702136033489
FreqRec,yoochoose1_64,popular,10195,mdhg,Poisoning-SSL,recall,20,0.01,0.1874843464882464
FreqRec,yoochoose1_64,popular,10195,mdhg,Poisoning-SSL,recall,30,0.01,0.3380085155103939
FreqRec,yoochoose1_64,popular,10195,mdhg,Poisoning-SSL,recall,40,0.01,0.4453826612758954
FreqRec,yoochoose1_64,popular,10195,mdhg,Poisoning-SSL,recall,50,0.01,0.5272818347704747
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-C,mrr,10,0.01,0.0019923193435662
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-C,mrr,20,0.01,0.0099645018941293
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-C,mrr,30,0.01,0.0122787267373233
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-C,mrr,40,0.01,0.0137096935423308
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-C,mrr,50,0.01,0.0149282033959142
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-C,recall,10,0.01,0.0114494257397402
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-C,recall,20,0.01,0.128251458012809
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-C,recall,30,0.01,0.1859458299044688
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-C,recall,40,0.01,0.236019177788114
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-C,recall,50,0.01,0.2912984364377974
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-G,mrr,10,0.01,0.0121878171522166
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-G,mrr,20,0.01,0.0206552890255131
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-G,mrr,30,0.01,0.0230149361554006
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-G,mrr,40,0.01,0.024375320358608
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-G,mrr,50,0.01,0.0253854778882756
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-G,recall,10,0.01,0.0754409817882571
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-G,recall,20,0.01,0.1969301227235321
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-G,recall,30,0.01,0.2553221939962073
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-G,recall,40,0.01,0.3031951053704962
FreqRec,yoochoose1_64,popular,10195,mdhg,TC-SACP-G,recall,50,0.01,0.3490285877848939
FreqRec,yoochoose1_64,popular,10195,miasrec,CREAT,mrr,10,0.01,0.0564158313867597
FreqRec,yoochoose1_64,popular,10195,miasrec,CREAT,mrr,20,0.01,0.0572712380690282
FreqRec,yoochoose1_64,popular,10195,miasrec,CREAT,mrr,30,0.01,0.0572868447906078
FreqRec,yoochoose1_64,popular,10195,miasrec,CREAT,mrr,40,0.01,0.0572981280889985
FreqRec,yoochoose1_64,popular,10195,miasrec,CREAT,mrr,50,0.01,0.05730295597434
FreqRec,yoochoose1_64,popular,10195,miasrec,CREAT,recall,10,0.01,0.2616193781530645
FreqRec,yoochoose1_64,popular,10195,miasrec,CREAT,recall,20,0.01,0.2720133099574224
FreqRec,yoochoose1_64,popular,10195,miasrec,CREAT,recall,30,0.01,0.272406883967226
FreqRec,yoochoose1_64,popular,10195,miasrec,CREAT,recall,40,0.01,0.2728004579770295
FreqRec,yoochoose1_64,popular,10195,miasrec,CREAT,recall,50,0.01,0.2730151347096497
FreqRec,yoochoose1_64,popular,10195,miasrec,DPSBR,mrr,10,0.01,0.0183092418333392
FreqRec,yoochoose1_64,popular,10195,miasrec,DPSBR,mrr,20,0.01,0.0336818659049856
FreqRec,yoochoose1_64,popular,10195,miasrec,DPSBR,mrr,30,0.01,0.0394790074469521
FreqRec,yoochoose1_64,popular,10195,miasrec,DPSBR,mrr,40,0.01,0.04279905604469
FreqRec,yoochoose1_64,popular,10195,miasrec,DPSBR,mrr,50,0.01,0.0447704634412986
FreqRec,yoochoose1_64,popular,10195,miasrec,DPSBR,recall,10,0.01,0.0975347955204121
FreqRec,yoochoose1_64,popular,10195,miasrec,DPSBR,recall,20,0.01,0.3237861819743103
FreqRec,yoochoose1_64,popular,10195,miasrec,DPSBR,recall,30,0.01,0.4681562846613474
FreqRec,yoochoose1_64,popular,10195,miasrec,DPSBR,recall,40,0.01,0.5860138108697985
FreqRec,yoochoose1_64,popular,10195,miasrec,DPSBR,recall,50,0.01,0.6750152062685606
FreqRec,yoochoose1_64,popular,10195,miasrec,Poisoning-SSL,mrr,10,0.01,0.0570786457987252
FreqRec,yoochoose1_64,popular,10195,miasrec,Poisoning-SSL,mrr,20,0.01,0.065809407035438
FreqRec,yoochoose1_64,popular,10195,miasrec,Poisoning-SSL,mrr,30,0.01,0.0699061231618751
FreqRec,yoochoose1_64,popular,10195,miasrec,Poisoning-SSL,mrr,40,0.01,0.0723286531311008
FreqRec,yoochoose1_64,popular,10195,miasrec,Poisoning-SSL,mrr,50,0.01,0.0738177198675705
FreqRec,yoochoose1_64,popular,10195,miasrec,Poisoning-SSL,recall,10,0.01,0.1886113993345021
FreqRec,yoochoose1_64,popular,10195,miasrec,Poisoning-SSL,recall,20,0.01,0.3171848724462414
FreqRec,yoochoose1_64,popular,10195,miasrec,Poisoning-SSL,recall,30,0.01,0.4198003506386633
FreqRec,yoochoose1_64,popular,10195,miasrec,Poisoning-SSL,recall,40,0.01,0.5044008730187126
FreqRec,yoochoose1_64,popular,10195,miasrec,Poisoning-SSL,recall,50,0.01,0.5712905649576013
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-C,mrr,10,0.01,0.0189115080358952
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-C,mrr,20,0.01,0.0312120752432865
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-C,mrr,30,0.01,0.0378094592208417
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-C,mrr,40,0.01,0.0409218767083298
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-C,mrr,50,0.01,0.0428293094094719
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-C,recall,10,0.01,0.1152814054170095
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-C,recall,20,0.01,0.2975419514114995
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-C,recall,30,0.01,0.4607141579305163
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-C,recall,40,0.01,0.5691080181759633
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-C,recall,50,0.01,0.6554438441446921
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-G,mrr,10,0.01,0.0221965092881757
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-G,mrr,20,0.01,0.0361749584700272
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-G,mrr,30,0.01,0.040706207943885
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-G,mrr,40,0.01,0.0436099205257031
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-G,mrr,50,0.01,0.0452482946293814
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-G,recall,10,0.01,0.1226698629646856
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-G,recall,20,0.01,0.322104547568786
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-G,recall,30,0.01,0.4353644137536226
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-G,recall,40,0.01,0.5373000822927475
FreqRec,yoochoose1_64,popular,10195,miasrec,TC-SACP-G,recall,50,0.01,0.6112204372249455
FreqRec,yoochoose1_64,popular,10195,srgnn,CREAT,mrr,10,0.01,0.0459285535388434
FreqRec,yoochoose1_64,popular,10195,srgnn,CREAT,mrr,20,0.01,0.049273620342385
FreqRec,yoochoose1_64,popular,10195,srgnn,CREAT,mrr,30,0.01,0.0496822217258235
FreqRec,yoochoose1_64,popular,10195,srgnn,CREAT,mrr,40,0.01,0.0498078331443095
FreqRec,yoochoose1_64,popular,10195,srgnn,CREAT,mrr,50,0.01,0.0499053199692745
FreqRec,yoochoose1_64,popular,10195,srgnn,CREAT,recall,10,0.01,0.214390496976636
FreqRec,yoochoose1_64,popular,10195,srgnn,CREAT,recall,20,0.01,0.2593652724605531
FreqRec,yoochoose1_64,popular,10195,srgnn,CREAT,recall,30,0.01,0.2699738809975312
FreqRec,yoochoose1_64,popular,10195,srgnn,CREAT,recall,40,0.01,0.2744642026548356
FreqRec,yoochoose1_64,popular,10195,srgnn,CREAT,recall,50,0.01,0.2788650756735482
FreqRec,yoochoose1_64,popular,10195,srgnn,DPSBR,mrr,10,0.01,0.0473986419140981
FreqRec,yoochoose1_64,popular,10195,srgnn,DPSBR,mrr,20,0.01,0.0589954399370382
FreqRec,yoochoose1_64,popular,10195,srgnn,DPSBR,mrr,30,0.01,0.0631534393627542
FreqRec,yoochoose1_64,popular,10195,srgnn,DPSBR,mrr,40,0.01,0.0653409085735627
FreqRec,yoochoose1_64,popular,10195,srgnn,DPSBR,mrr,50,0.01,0.0667396989767411
FreqRec,yoochoose1_64,popular,10195,srgnn,DPSBR,recall,10,0.01,0.2055887509392107
FreqRec,yoochoose1_64,popular,10195,srgnn,DPSBR,recall,20,0.01,0.3704783713191885
FreqRec,yoochoose1_64,popular,10195,srgnn,DPSBR,recall,30,0.01,0.4730222906007371
FreqRec,yoochoose1_64,popular,10195,srgnn,DPSBR,recall,40,0.01,0.5499123403341801
FreqRec,yoochoose1_64,popular,10195,srgnn,DPSBR,recall,50,0.01,0.6128841819027514
FreqRec,yoochoose1_64,popular,10195,srgnn,Poisoning-SSL,mrr,10,0.01,0.0761984129823768
FreqRec,yoochoose1_64,popular,10195,srgnn,Poisoning-SSL,mrr,20,0.01,0.0851165006337474
FreqRec,yoochoose1_64,popular,10195,srgnn,Poisoning-SSL,mrr,30,0.01,0.0889719270502844
FreqRec,yoochoose1_64,popular,10195,srgnn,Poisoning-SSL,mrr,40,0.01,0.0908761764949796
FreqRec,yoochoose1_64,popular,10195,srgnn,Poisoning-SSL,mrr,50,0.01,0.0921406622288364
FreqRec,yoochoose1_64,popular,10195,srgnn,Poisoning-SSL,recall,10,0.01,0.208361658735554
FreqRec,yoochoose1_64,popular,10195,srgnn,Poisoning-SSL,recall,20,0.01,0.3401195033811585
FreqRec,yoochoose1_64,popular,10195,srgnn,Poisoning-SSL,recall,30,0.01,0.4366703638770618
FreqRec,yoochoose1_64,popular,10195,srgnn,Poisoning-SSL,recall,40,0.01,0.5035242763605138
FreqRec,yoochoose1_64,popular,10195,srgnn,Poisoning-SSL,recall,50,0.01,0.56061039750975
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-C,mrr,10,0.01,0.0514984421738687
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-C,mrr,20,0.01,0.0645497732589197
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-C,mrr,30,0.01,0.0702244523946615
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-C,mrr,40,0.01,0.073262660354617
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-C,mrr,50,0.01,0.0748850850536637
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-C,recall,10,0.01,0.2324054527890085
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-C,recall,20,0.01,0.4238255393752907
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-C,recall,30,0.01,0.5653153958996744
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-C,recall,40,0.01,0.6717413860961036
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-C,recall,50,0.01,0.7449282621918495
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-G,mrr,10,0.01,0.0562373387581814
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-G,mrr,20,0.01,0.0662418104925734
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-G,mrr,30,0.01,0.0707072507758003
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-G,mrr,40,0.01,0.0729750185535326
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-G,mrr,50,0.01,0.0744532847774238
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-G,recall,10,0.01,0.2345701098429282
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-G,recall,20,0.01,0.3821782532469855
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-G,recall,30,0.01,0.4937922644817346
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-G,recall,40,0.01,0.5732942144620559
FreqRec,yoochoose1_64,popular,10195,srgnn,TC-SACP-G,recall,50,0.01,0.639844001574296
FreqRec,yoochoose1_64,popular,10195,tron,CREAT,mrr,10,0.01,0.3085285697497359
FreqRec,yoochoose1_64,popular,10195,tron,CREAT,mrr,20,0.01,0.3123439807189268
FreqRec,yoochoose1_64,popular,10195,tron,CREAT,mrr,30,0.01,0.3143542253589225
FreqRec,yoochoose1_64,popular,10195,tron,CREAT,mrr,40,0.01,0.3156923729476069
FreqRec,yoochoose1_64,popular,10195,tron,CREAT,mrr,50,0.01,0.3166532057483873
FreqRec,yoochoose1_64,popular,10195,tron,CREAT,recall,10,0.01,0.3714931072190452
FreqRec,yoochoose1_64,popular,10195,tron,CREAT,recall,20,0.01,0.4286252083968234
FreqRec,yoochoose1_64,popular,10195,tron,CREAT,recall,30,0.01,0.479142391051037
FreqRec,yoochoose1_64,popular,10195,tron,CREAT,recall,40,0.01,0.5264686373984906
FreqRec,yoochoose1_64,popular,10195,tron,CREAT,recall,50,0.01,0.5698151766667264
FreqRec,yoochoose1_64,popular,10195,tron,DPSBR,mrr,10,0.01,0.14306487810333
FreqRec,yoochoose1_64,popular,10195,tron,DPSBR,mrr,20,0.01,0.1572301824446869
FreqRec,yoochoose1_64,popular,10195,tron,DPSBR,mrr,30,0.01,0.1615741240778206
FreqRec,yoochoose1_64,popular,10195,tron,DPSBR,mrr,40,0.01,0.1635220013983973
FreqRec,yoochoose1_64,popular,10195,tron,DPSBR,mrr,50,0.01,0.1647126149618119
FreqRec,yoochoose1_64,popular,10195,tron,DPSBR,recall,10,0.01,0.3695749601132961
FreqRec,yoochoose1_64,popular,10195,tron,DPSBR,recall,20,0.01,0.5789218937669183
FreqRec,yoochoose1_64,popular,10195,tron,DPSBR,recall,30,0.01,0.686266425255006
FreqRec,yoochoose1_64,popular,10195,tron,DPSBR,recall,40,0.01,0.754459243855655
FreqRec,yoochoose1_64,popular,10195,tron,DPSBR,recall,50,0.01,0.8081852894250937
FreqRec,yoochoose1_64,popular,10195,tron,Poisoning-SSL,mrr,10,0.01,0.1485376511419368
FreqRec,yoochoose1_64,popular,10195,tron,Poisoning-SSL,mrr,20,0.01,0.1581543311748341
FreqRec,yoochoose1_64,popular,10195,tron,Poisoning-SSL,mrr,30,0.01,0.1614611333513159
FreqRec,yoochoose1_64,popular,10195,tron,Poisoning-SSL,mrr,40,0.01,0.1630500842048015
FreqRec,yoochoose1_64,popular,10195,tron,Poisoning-SSL,mrr,50,0.01,0.1639466537912413
FreqRec,yoochoose1_64,popular,10195,tron,Poisoning-SSL,recall,10,0.01,0.3518813975583959
FreqRec,yoochoose1_64,popular,10195,tron,Poisoning-SSL,recall,20,0.01,0.4926232006166753
FreqRec,yoochoose1_64,popular,10195,tron,Poisoning-SSL,recall,30,0.01,0.5744581682591471
FreqRec,yoochoose1_64,popular,10195,tron,Poisoning-SSL,recall,40,0.01,0.630389186669774
FreqRec,yoochoose1_64,popular,10195,tron,Poisoning-SSL,recall,50,0.01,0.6706702758905043
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-C,mrr,10,0.01,0.0170522808194679
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-C,mrr,20,0.01,0.0236378387147422
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-C,mrr,30,0.01,0.0278632722431593
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-C,mrr,40,0.01,0.0311450929685266
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-C,mrr,50,0.01,0.033377808729411
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-C,recall,10,0.01,0.0619364322463833
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-C,recall,20,0.01,0.1646021189251205
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-C,recall,30,0.01,0.2713371457254002
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-C,recall,40,0.01,0.3878063209221447
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-C,recall,50,0.01,0.4886076403205278
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-G,mrr,10,0.01,0.2806790997655846
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-G,mrr,20,0.01,0.2900020571225353
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-G,mrr,30,0.01,0.2929727149961669
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-G,mrr,40,0.01,0.2942780254050737
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-G,mrr,50,0.01,0.29489578902539
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-G,recall,10,0.01,0.5566211928365272
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-G,recall,20,0.01,0.6906046645035225
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-G,recall,30,0.01,0.7638707132997509
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-G,recall,40,0.01,0.8094760052345696
FreqRec,yoochoose1_64,popular,10195,tron,TC-SACP-G,recall,50,0.01,0.8372801749636987
FreqRec,yoochoose1_64,popular,10195,wearec,CREAT,mrr,10,0.01,0.0119645008169643
FreqRec,yoochoose1_64,popular,10195,wearec,CREAT,mrr,20,0.01,0.024344154256139
FreqRec,yoochoose1_64,popular,10195,wearec,CREAT,mrr,30,0.01,0.0291961907510084
FreqRec,yoochoose1_64,popular,10195,wearec,CREAT,mrr,40,0.01,0.0316071594366162
FreqRec,yoochoose1_64,popular,10195,wearec,CREAT,mrr,50,0.01,0.0339123361762316
FreqRec,yoochoose1_64,popular,10195,wearec,CREAT,recall,10,0.01,0.0487495080324877
FreqRec,yoochoose1_64,popular,10195,wearec,CREAT,recall,20,0.01,0.2378439300153851
FreqRec,yoochoose1_64,popular,10195,wearec,CREAT,recall,30,0.01,0.358545922931053
FreqRec,yoochoose1_64,popular,10195,wearec,CREAT,recall,40,0.01,0.4432537836774124
FreqRec,yoochoose1_64,popular,10195,wearec,CREAT,recall,50,0.01,0.5481770367455008
FreqRec,yoochoose1_64,popular,10195,wearec,DPSBR,mrr,10,0.01,0.0039434426196921
FreqRec,yoochoose1_64,popular,10195,wearec,DPSBR,mrr,20,0.01,0.0158613664415973
FreqRec,yoochoose1_64,popular,10195,wearec,DPSBR,mrr,30,0.01,0.0229749183949338
FreqRec,yoochoose1_64,popular,10195,wearec,DPSBR,mrr,40,0.01,0.0274929150005285
FreqRec,yoochoose1_64,popular,10195,wearec,DPSBR,mrr,50,0.01,0.0308222583613845
FreqRec,yoochoose1_64,popular,10195,wearec,DPSBR,recall,10,0.01,0.027138716948728
FreqRec,yoochoose1_64,popular,10195,wearec,DPSBR,recall,20,0.01,0.2123331782890264
FreqRec,yoochoose1_64,popular,10195,wearec,DPSBR,recall,30,0.01,0.3897277183441268
FreqRec,yoochoose1_64,popular,10195,wearec,DPSBR,recall,40,0.01,0.5500375684282085
FreqRec,yoochoose1_64,popular,10195,wearec,DPSBR,recall,50,0.01,0.6995778024258471
