surrogate_setting,dataset,target_type,target_item,victim_model,method,metric,k,attack_size,value
SR-GNN,diginetica,popular,1440,tron,TC-SACP-C,mrr,40,0.01,0.009564785306885
SR-GNN,diginetica,popular,1440,tron,TC-SACP-C,mrr,50,0.01,0.0104243041142973
SR-GNN,diginetica,popular,1440,tron,TC-SACP-C,recall,10,0.01,0.018995037628578
SR-GNN,diginetica,popular,1440,tron,TC-SACP-C,recall,20,0.01,0.0475368891517959
SR-GNN,diginetica,popular,1440,tron,TC-SACP-C,recall,30,0.01,0.0812711558053173
SR-GNN,diginetica,popular,1440,tron,TC-SACP-C,recall,40,0.01,0.1188340070327648
SR-GNN,diginetica,popular,1440,tron,TC-SACP-C,recall,50,0.01,0.1577771205100397
SR-GNN,diginetica,popular,1440,tron,TC-SACP-G,mrr,10,0.01,0.0180181669324427
SR-GNN,diginetica,popular,1440,tron,TC-SACP-G,mrr,20,0.01,0.0269225825672622
SR-GNN,diginetica,popular,1440,tron,TC-SACP-G,mrr,30,0.01,0.0316435617253675
SR-GNN,diginetica,popular,1440,tron,TC-SACP-G,mrr,40,0.01,0.0344657237580066
SR-GNN,diginetica,popular,1440,tron,TC-SACP-G,mrr,50,0.01,0.0363234643336449
SR-GNN,diginetica,popular,1440,tron,TC-SACP-G,recall,10,0.01,0.0970127181307305
SR-GNN,diginetica,popular,1440,tron,TC-SACP-G,recall,20,0.01,0.2298629596766242
SR-GNN,diginetica,popular,1440,tron,TC-SACP-G,recall,30,0.01,0.3481382891320779
SR-GNN,diginetica,popular,1440,tron,TC-SACP-G,recall,40,0.01,0.447287127411351
SR-GNN,diginetica,popular,1440,tron,TC-SACP-G,recall,50,0.01,0.5310887640080186
SR-GNN,diginetica,popular,1440,wearec,CLEAN,mrr,10,0.01,0.00006813284319939154
SR-GNN,diginetica,popular,1440,wearec,CLEAN,mrr,20,0.01,0.00009567903012466192
SR-GNN,diginetica,popular,1440,wearec,CLEAN,mrr,30,0.01,0.0001053997498552
SR-GNN,diginetica,popular,1440,wearec,CLEAN,mrr,40,0.01,0.0001116179973288
SR-GNN,diginetica,popular,1440,wearec,CLEAN,mrr,50,0.01,0.0001166215556088
SR-GNN,diginetica,popular,1440,wearec,CLEAN,recall,10,0.01,0.0003943606428078
SR-GNN,diginetica,popular,1440,wearec,CLEAN,recall,20,0.01,0.0007722895921653
SR-GNN,diginetica,popular,1440,wearec,CLEAN,recall,30,0.01,0.0010187649939202
SR-GNN,diginetica,popular,1440,wearec,CLEAN,recall,40,0.01,0.0012488087022248
SR-GNN,diginetica,popular,1440,wearec,CLEAN,recall,50,0.01,0.0014788524105294
SR-GNN,diginetica,popular,1440,wearec,CREAT,mrr,10,0.01,0.0050987023135302
SR-GNN,diginetica,popular,1440,wearec,CREAT,mrr,20,0.01,0.0081425190415963
SR-GNN,diginetica,popular,1440,wearec,CREAT,mrr,30,0.01,0.0119538773519672
SR-GNN,diginetica,popular,1440,wearec,CREAT,mrr,40,0.01,0.015712932009708
SR-GNN,diginetica,popular,1440,wearec,CREAT,mrr,50,0.01,0.0188782197814409
SR-GNN,diginetica,popular,1440,wearec,CREAT,recall,10,0.01,0.0175819119918498
SR-GNN,diginetica,popular,1440,wearec,CREAT,recall,20,0.01,0.0653159814650497
SR-GNN,diginetica,popular,1440,wearec,CREAT,recall,30,0.01,0.1629366722534424
SR-GNN,diginetica,popular,1440,wearec,CREAT,recall,40,0.01,0.2960005258141904
SR-GNN,diginetica,popular,1440,wearec,CREAT,recall,50,0.01,0.4390548489927371
SR-GNN,diginetica,popular,1440,wearec,DPSBR,mrr,10,0.01,0.0042647286657934
SR-GNN,diginetica,popular,1440,wearec,DPSBR,mrr,20,0.01,0.0061606561062655
SR-GNN,diginetica,popular,1440,wearec,DPSBR,mrr,30,0.01,0.0079540496242004
SR-GNN,diginetica,popular,1440,wearec,DPSBR,mrr,40,0.01,0.0099629583827889
SR-GNN,diginetica,popular,1440,wearec,DPSBR,mrr,50,0.01,0.0123695604401679
SR-GNN,diginetica,popular,1440,wearec,DPSBR,recall,10,0.01,0.0159223109533668
SR-GNN,diginetica,popular,1440,wearec,DPSBR,recall,20,0.01,0.0452035886818495
SR-GNN,diginetica,popular,1440,wearec,DPSBR,recall,30,0.01,0.0910315817148115
SR-GNN,diginetica,popular,1440,wearec,DPSBR,recall,40,0.01,0.1627723553189391
SR-GNN,diginetica,popular,1440,wearec,DPSBR,recall,50,0.01,0.2725032041802228
SR-GNN,diginetica,popular,1440,wearec,Poisoning-SSL,mrr,10,0.01,0.0052511388728484
SR-GNN,diginetica,popular,1440,wearec,Poisoning-SSL,mrr,20,0.01,0.0067898713161833
SR-GNN,diginetica,popular,1440,wearec,Poisoning-SSL,mrr,30,0.01,0.0078078928288761
SR-GNN,diginetica,popular,1440,wearec,Poisoning-SSL,mrr,40,0.01,0.0085868203719816
SR-GNN,diginetica,popular,1440,wearec,Poisoning-SSL,mrr,50,0.01,0.0092809256358142
SR-GNN,diginetica,popular,1440,wearec,Poisoning-SSL,recall,10,0.01,0.0198166223010943
SR-GNN,diginetica,popular,1440,wearec,Poisoning-SSL,recall,20,0.01,0.0428867199053534
SR-GNN,diginetica,popular,1440,wearec,Poisoning-SSL,recall,30,0.01,0.0685201616878635
SR-GNN,diginetica,popular,1440,wearec,Poisoning-SSL,recall,40,0.01,0.0960432482171612
SR-GNN,diginetica,popular,1440,wearec,Poisoning-SSL,recall,50,0.01,0.1273456242400341
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-C,mrr,10,0.01,0.0032241981985647
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-C,mrr,20,0.01,0.0055130995392473
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-C,mrr,30,0.01,0.0085683349975121
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-C,mrr,40,0.01,0.0122939648555059
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-C,mrr,50,0.01,0.0158694227342364
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-C,recall,10,0.01,0.0177462289263531
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-C,recall,20,0.01,0.053320845246311
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-C,recall,30,0.01,0.1318150448585231
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-C,recall,40,0.01,0.2643530842288606
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-C,recall,50,0.01,0.4266817838246409
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-G,mrr,10,0.01,0.0039863483925891
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-G,mrr,20,0.01,0.0052140276111863
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-G,mrr,30,0.01,0.0066209116263746
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-G,mrr,40,0.01,0.0082741883960039
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-G,mrr,50,0.01,0.0103355188097581
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-G,recall,10,0.01,0.0096289723618916
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-G,recall,20,0.01,0.0287226001511715
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-G,recall,30,0.01,0.0646915771139373
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-G,recall,40,0.01,0.1235170396661079
SR-GNN,diginetica,popular,1440,wearec,TC-SACP-G,recall,50,0.01,0.217440599428177
SR-GNN,diginetica,popular,3316,freqrec,CLEAN,mrr,10,0.01,0.0001117746385418
SR-GNN,diginetica,popular,3316,freqrec,CLEAN,mrr,20,0.01,0.0001252973414149
SR-GNN,diginetica,popular,3316,freqrec,CLEAN,mrr,30,0.01,0.0001408744591523
SR-GNN,diginetica,popular,3316,freqrec,CLEAN,mrr,40,0.01,0.0001452819889643
SR-GNN,diginetica,popular,3316,freqrec,CLEAN,mrr,50,0.01,0.0001536823222113
SR-GNN,diginetica,popular,3316,freqrec,CLEAN,recall,10,0.01,0.0002300437083045
SR-GNN,diginetica,popular,3316,freqrec,CLEAN,recall,20,0.01,0.0004600874166091
SR-GNN,diginetica,popular,3316,freqrec,CLEAN,recall,30,0.01,0.000854448059417
SR-GNN,diginetica,popular,3316,freqrec,CLEAN,recall,40,0.01,0.0010023333004699
SR-GNN,diginetica,popular,3316,freqrec,CLEAN,recall,50,0.01,0.0013802622498274
SR-GNN,diginetica,popular,3316,freqrec,CREAT,mrr,10,0.01,0.0008378533531348
SR-GNN,diginetica,popular,3316,freqrec,CREAT,mrr,20,0.01,0.0014857841456501
SR-GNN,diginetica,popular,3316,freqrec,CREAT,mrr,30,0.01,0.0021803739878513
SR-GNN,diginetica,popular,3316,freqrec,CREAT,mrr,40,0.01,0.0029738080642369
SR-GNN,diginetica,popular,3316,freqrec,CREAT,mrr,50,0.01,0.0038373149568675
SR-GNN,diginetica,popular,3316,freqrec,CREAT,recall,10,0.01,0.0047487594071445
SR-GNN,diginetica,popular,3316,freqrec,CREAT,recall,20,0.01,0.0147720924118439
SR-GNN,diginetica,popular,3316,freqrec,CREAT,recall,30,0.01,0.03266620657925
SR-GNN,diginetica,popular,3316,freqrec,CREAT,recall,40,0.01,0.0612409214893686
SR-GNN,diginetica,popular,3316,freqrec,CREAT,recall,50,0.01,0.1004962371421998
SR-GNN,diginetica,popular,3316,freqrec,DPSBR,mrr,10,0.01,0.0008819124613268
SR-GNN,diginetica,popular,3316,freqrec,DPSBR,mrr,20,0.01,0.0016622685470907
SR-GNN,diginetica,popular,3316,freqrec,DPSBR,mrr,30,0.01,0.0025014116738847
SR-GNN,diginetica,popular,3316,freqrec,DPSBR,mrr,40,0.01,0.0035578535433813
SR-GNN,diginetica,popular,3316,freqrec,DPSBR,mrr,50,0.01,0.0048557548703267
SR-GNN,diginetica,popular,3316,freqrec,DPSBR,recall,10,0.01,0.0048966446481974
SR-GNN,diginetica,popular,3316,freqrec,DPSBR,recall,20,0.01,0.0168917808669361
SR-GNN,diginetica,popular,3316,freqrec,DPSBR,recall,30,0.01,0.0384501626737651
SR-GNN,diginetica,popular,3316,freqrec,DPSBR,recall,40,0.01,0.0761773308357159
SR-GNN,diginetica,popular,3316,freqrec,DPSBR,recall,50,0.01,0.1353642906437937
SR-GNN,diginetica,popular,3316,freqrec,Poisoning-SSL,mrr,10,0.01,0.0044446296270214
SR-GNN,diginetica,popular,3316,freqrec,Poisoning-SSL,mrr,20,0.01,0.0054999499238979
SR-GNN,diginetica,popular,3316,freqrec,Poisoning-SSL,mrr,30,0.01,0.0061947110097131
SR-GNN,diginetica,popular,3316,freqrec,Poisoning-SSL,mrr,40,0.01,0.00680279663792
SR-GNN,diginetica,popular,3316,freqrec,Poisoning-SSL,mrr,50,0.01,0.0073400176687693
SR-GNN,diginetica,popular,3316,freqrec,Poisoning-SSL,recall,10,0.01,0.0156594038581616
SR-GNN,diginetica,popular,3316,freqrec,Poisoning-SSL,recall,20,0.01,0.0317460317460317
SR-GNN,diginetica,popular,3316,freqrec,Poisoning-SSL,recall,30,0.01,0.0493115120444313
SR-GNN,diginetica,popular,3316,freqrec,Poisoning-SSL,recall,40,0.01,0.0707877353840086
SR-GNN,diginetica,popular,3316,freqrec,Poisoning-SSL,recall,50,0.01,0.0951723684642939
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-C,mrr,10,0.01,0.0007140222855494
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-C,mrr,20,0.01,0.0014184315354592
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-C,mrr,30,0.01,0.0021223600623908
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-C,mrr,40,0.01,0.0029182380073371
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-C,mrr,50,0.01,0.003863427023418
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-C,recall,10,0.01,0.004222945216734
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-C,recall,20,0.01,0.0149528410397975
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-C,recall,30,0.01,0.0330605672220579
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-C,recall,40,0.01,0.0614381018107726
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-C,recall,50,0.01,0.1045220020375299
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-G,mrr,10,0.01,0.0004786904409797
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-G,mrr,20,0.01,0.0009850176481722
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-G,mrr,30,0.01,0.0016130062220462
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-G,mrr,40,0.01,0.0022948519027432
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-G,mrr,50,0.01,0.0031431594918821
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-G,recall,10,0.01,0.0029412731276085
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-G,recall,20,0.01,0.0106970324361628
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-G,recall,30,0.01,0.0267672286305826
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-G,recall,40,0.01,0.0510204081632653
SR-GNN,diginetica,popular,3316,freqrec,TC-SACP-G,recall,50,0.01,0.089700614545335
SR-GNN,diginetica,popular,3316,mdhg,CLEAN,mrr,10,0.01,0.0001068060074271
SR-GNN,diginetica,popular,3316,mdhg,CLEAN,mrr,20,0.01,0.0001127000109564
SR-GNN,diginetica,popular,3316,mdhg,CLEAN,mrr,30,0.01,0.0001217211127208
SR-GNN,diginetica,popular,3316,mdhg,CLEAN,mrr,40,0.01,0.000129387208526
SR-GNN,diginetica,popular,3316,mdhg,CLEAN,mrr,50,0.01,0.0001342329499697
SR-GNN,diginetica,popular,3316,mdhg,CLEAN,recall,10,0.01,0.0001314535476026
SR-GNN,diginetica,popular,3316,mdhg,CLEAN,recall,20,0.01,0.0002136120148542
SR-GNN,diginetica,popular,3316,mdhg,CLEAN,recall,30,0.01,0.0004436557231588
SR-GNN,diginetica,popular,3316,mdhg,CLEAN,recall,40,0.01,0.0007229945118143
SR-GNN,diginetica,popular,3316,mdhg,CLEAN,recall,50,0.01,0.0009366065266686
SR-GNN,diginetica,popular,3316,mdhg,CREAT,mrr,10,0.01,0.0000753771334467381
SR-GNN,diginetica,popular,3316,mdhg,CREAT,mrr,20,0.01,0.0001111908044265
SR-GNN,diginetica,popular,3316,mdhg,CREAT,mrr,30,0.01,0.0001566162427726
SR-GNN,diginetica,popular,3316,mdhg,CREAT,mrr,40,0.01,0.0001903152833524
SR-GNN,diginetica,popular,3316,mdhg,CREAT,mrr,50,0.01,0.0002374030980007
SR-GNN,diginetica,popular,3316,mdhg,CREAT,recall,10,0.01,0.0001150218541522
SR-GNN,diginetica,popular,3316,mdhg,CREAT,recall,20,0.01,0.0006736994314634
SR-GNN,diginetica,popular,3316,mdhg,CREAT,recall,30,0.01,0.0018896447467876
SR-GNN,diginetica,popular,3316,mdhg,CREAT,recall,40,0.01,0.0031220217555621
SR-GNN,diginetica,popular,3316,mdhg,CREAT,recall,50,0.01,0.0052745735975549
SR-GNN,diginetica,popular,3316,mdhg,DPSBR,mrr,10,0.01,0.0002211236461458
SR-GNN,diginetica,popular,3316,mdhg,DPSBR,mrr,20,0.01,0.000299014522797
SR-GNN,diginetica,popular,3316,mdhg,DPSBR,mrr,30,0.01,0.0003766770968185
SR-GNN,diginetica,popular,3316,mdhg,DPSBR,mrr,40,0.01,0.0004583692888449
SR-GNN,diginetica,popular,3316,mdhg,DPSBR,mrr,50,0.01,0.0005532328677732
SR-GNN,diginetica,popular,3316,mdhg,DPSBR,recall,10,0.01,0.0008873114463176
SR-GNN,diginetica,popular,3316,mdhg,DPSBR,recall,20,0.01,0.0020703933747412
SR-GNN,diginetica,popular,3316,mdhg,DPSBR,recall,30,0.01,0.0040586282822307
SR-GNN,diginetica,popular,3316,mdhg,DPSBR,recall,40,0.01,0.0070163331032896
SR-GNN,diginetica,popular,3316,mdhg,DPSBR,recall,50,0.01,0.0113707318676262
SR-GNN,diginetica,popular,3316,mdhg,Poisoning-SSL,mrr,10,0.01,0.9979575405041236
SR-GNN,diginetica,popular,3316,mdhg,Poisoning-SSL,mrr,20,0.01,0.9979598226837696
SR-GNN,diginetica,popular,3316,mdhg,Poisoning-SSL,mrr,30,0.01,0.9979613876069552
SR-GNN,diginetica,popular,3316,mdhg,Poisoning-SSL,mrr,40,0.01,0.9979664084021764
SR-GNN,diginetica,popular,3316,mdhg,Poisoning-SSL,mrr,50,0.01,0.9979664084021764
SR-GNN,diginetica,popular,3316,mdhg,Poisoning-SSL,recall,10,0.01,0.9996220710506424
SR-GNN,diginetica,popular,3316,mdhg,Poisoning-SSL,recall,20,0.01,0.9996549344375432
SR-GNN,diginetica,popular,3316,mdhg,Poisoning-SSL,recall,30,0.01,0.9996877978244438
SR-GNN,diginetica,popular,3316,mdhg,Poisoning-SSL,recall,40,0.01,0.9998685464523974
SR-GNN,diginetica,popular,3316,mdhg,Poisoning-SSL,recall,50,0.01,0.9998685464523974
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-C,mrr,10,0.01,0.00007120400495141695
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-C,mrr,20,0.01,0.00008399052960813588
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-C,mrr,30,0.01,0.0001038808315703
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-C,mrr,40,0.01,0.0001318196748581
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-C,mrr,50,0.01,0.0001520491008552
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-C,recall,10,0.01,0.00008215846725163495
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-C,recall,20,0.01,0.0002957704821058
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-C,recall,30,0.01,0.000805152979066
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-C,recall,40,0.01,0.0017910545860856
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-C,recall,50,0.01,0.0027112294193039
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-G,mrr,10,0.01,0.0001178387158866
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-G,mrr,20,0.01,0.0002062484355935
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-G,mrr,30,0.01,0.0002739431264428
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-G,mrr,40,0.01,0.0003443983859994
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-G,mrr,50,0.01,0.0004225949349695
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-G,recall,10,0.01,0.0003614972559071
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-G,recall,20,0.01,0.0016924644253836
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-G,recall,30,0.01,0.0034506556245686
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-G,recall,40,0.01,0.0059975681093693
SR-GNN,diginetica,popular,3316,mdhg,TC-SACP-G,recall,50,0.01,0.0095796772815406
SR-GNN,diginetica,popular,3316,miasrec,CLEAN,mrr,10,0.01,0.000113991613055
SR-GNN,diginetica,popular,3316,miasrec,CLEAN,mrr,20,0.01,0.0001236083669781
SR-GNN,diginetica,popular,3316,miasrec,CLEAN,mrr,30,0.01,0.0001404581690621
SR-GNN,diginetica,popular,3316,miasrec,CLEAN,mrr,40,0.01,0.0001506177720015
SR-GNN,diginetica,popular,3316,miasrec,CLEAN,mrr,50,0.01,0.0001561574472032
SR-GNN,diginetica,popular,3316,miasrec,CLEAN,recall,10,0.01,0.0002464754017549
SR-GNN,diginetica,popular,3316,miasrec,CLEAN,recall,20,0.01,0.0004107923362581
SR-GNN,diginetica,popular,3316,miasrec,CLEAN,recall,30,0.01,0.0008215846725163
SR-GNN,diginetica,popular,3316,miasrec,CLEAN,recall,40,0.01,0.0011830819284235
SR-GNN,diginetica,popular,3316,miasrec,CLEAN,recall,50,0.01,0.0014295573301784
SR-GNN,diginetica,popular,3316,miasrec,CREAT,mrr,10,0.01,0.0866632029700128
SR-GNN,diginetica,popular,3316,miasrec,CREAT,mrr,20,0.01,0.0873097826693744
SR-GNN,diginetica,popular,3316,miasrec,CREAT,mrr,30,0.01,0.0873304622689599
SR-GNN,diginetica,popular,3316,miasrec,CREAT,mrr,40,0.01,0.0873408292034317
SR-GNN,diginetica,popular,3316,miasrec,CREAT,mrr,50,0.01,0.0873455367744932
SR-GNN,diginetica,popular,3316,miasrec,CREAT,recall,10,0.01,0.256433007985803
SR-GNN,diginetica,popular,3316,miasrec,CREAT,recall,20,0.01,0.2644516743895626
SR-GNN,diginetica,popular,3316,miasrec,CREAT,recall,30,0.01,0.2649610568865227
SR-GNN,diginetica,popular,3316,miasrec,CREAT,recall,40,0.01,0.2653061224489796
SR-GNN,diginetica,popular,3316,miasrec,CREAT,recall,50,0.01,0.2655197344638338
SR-GNN,diginetica,popular,3316,miasrec,DPSBR,mrr,10,0.01,0.029478373283213
SR-GNN,diginetica,popular,3316,miasrec,DPSBR,mrr,20,0.01,0.0488786314950078
SR-GNN,diginetica,popular,3316,miasrec,DPSBR,mrr,30,0.01,0.0574103852441845
SR-GNN,diginetica,popular,3316,miasrec,DPSBR,mrr,40,0.01,0.0608089870423641
SR-GNN,diginetica,popular,3316,miasrec,DPSBR,mrr,50,0.01,0.0623213973861225
SR-GNN,diginetica,popular,3316,miasrec,DPSBR,recall,10,0.01,0.1550823227841861
SR-GNN,diginetica,popular,3316,miasrec,DPSBR,recall,20,0.01,0.4437214499326301
SR-GNN,diginetica,popular,3316,miasrec,DPSBR,recall,30,0.01,0.6550823227841861
SR-GNN,diginetica,popular,3316,miasrec,DPSBR,recall,40,0.01,0.7731933353051366
SR-GNN,diginetica,popular,3316,miasrec,DPSBR,recall,50,0.01,0.8411219560287884
SR-GNN,diginetica,popular,3316,miasrec,Poisoning-SSL,mrr,10,0.01,0.0273216026691327
SR-GNN,diginetica,popular,3316,miasrec,Poisoning-SSL,mrr,20,0.01,0.0309300914189867
SR-GNN,diginetica,popular,3316,miasrec,Poisoning-SSL,mrr,30,0.01,0.0331881628079819
SR-GNN,diginetica,popular,3316,miasrec,Poisoning-SSL,mrr,40,0.01,0.035030131221426
SR-GNN,diginetica,popular,3316,miasrec,Poisoning-SSL,mrr,50,0.01,0.0365584701814662
SR-GNN,diginetica,popular,3316,miasrec,Poisoning-SSL,recall,10,0.01,0.0738768937526701
SR-GNN,diginetica,popular,3316,miasrec,Poisoning-SSL,recall,20,0.01,0.127789279963193
SR-GNN,diginetica,popular,3316,miasrec,Poisoning-SSL,recall,30,0.01,0.1850208682506819
SR-GNN,diginetica,popular,3316,miasrec,Poisoning-SSL,recall,40,0.01,0.2501232377008774
SR-GNN,diginetica,popular,3316,miasrec,Poisoning-SSL,recall,50,0.01,0.3192678037398534
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-C,mrr,10,0.01,0.0920352778025589
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-C,mrr,20,0.01,0.1154286705416567
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-C,mrr,30,0.01,0.121808540237961
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-C,mrr,40,0.01,0.1234991540531355
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-C,mrr,50,0.01,0.1238685013429822
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-C,recall,10,0.01,0.395428702882119
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-C,recall,20,0.01,0.7325741890959282
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-C,recall,30,0.01,0.8888231621150876
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-C,recall,40,0.01,0.9468434716881922
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-C,recall,50,0.01,0.9631601432843668
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-G,mrr,10,0.01,0.0351140985494715
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-G,mrr,20,0.01,0.0542895754496526
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-G,mrr,30,0.01,0.0614427633909117
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-G,mrr,40,0.01,0.0640389726787578
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-G,mrr,50,0.01,0.0654909592743648
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-G,recall,10,0.01,0.1846922343816753
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-G,recall,20,0.01,0.4680074928522133
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-G,recall,30,0.01,0.6439744980117651
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-G,recall,40,0.01,0.7346774458575701
SR-GNN,diginetica,popular,3316,miasrec,TC-SACP-G,recall,50,0.01,0.8002070393374742
SR-GNN,diginetica,popular,3316,srgnn,CLEAN,mrr,10,0.01,0.0001143306797452
SR-GNN,diginetica,popular,3316,srgnn,CLEAN,mrr,20,0.01,0.000127416206548
SR-GNN,diginetica,popular,3316,srgnn,CLEAN,mrr,30,0.01,0.0001456510899396
SR-GNN,diginetica,popular,3316,srgnn,CLEAN,mrr,40,0.01,0.0001556850171541
SR-GNN,diginetica,popular,3316,srgnn,CLEAN,mrr,50,0.01,0.0001652231447716
SR-GNN,diginetica,popular,3316,srgnn,CLEAN,recall,10,0.01,0.0002300437083045
SR-GNN,diginetica,popular,3316,srgnn,CLEAN,recall,20,0.01,0.0004436557231588
SR-GNN,diginetica,popular,3316,srgnn,CLEAN,recall,30,0.01,0.0008873114463176
SR-GNN,diginetica,popular,3316,srgnn,CLEAN,recall,40,0.01,0.0012488087022248
SR-GNN,diginetica,popular,3316,srgnn,CLEAN,recall,50,0.01,0.0016760327319333
SR-GNN,diginetica,popular,3316,srgnn,CREAT,mrr,10,0.01,0.0563470219772599
SR-GNN,diginetica,popular,3316,srgnn,CREAT,mrr,20,0.01,0.0606690097050161
SR-GNN,diginetica,popular,3316,srgnn,CREAT,mrr,30,0.01,0.061603752804636
SR-GNN,diginetica,popular,3316,srgnn,CREAT,mrr,40,0.01,0.0619045873507222
SR-GNN,diginetica,popular,3316,srgnn,CREAT,mrr,50,0.01,0.0620624979840415
SR-GNN,diginetica,popular,3316,srgnn,CREAT,recall,10,0.01,0.1601268526734365
SR-GNN,diginetica,popular,3316,srgnn,CREAT,recall,20,0.01,0.2206119162640901
SR-GNN,diginetica,popular,3316,srgnn,CREAT,recall,30,0.01,0.2435998554010976
SR-GNN,diginetica,popular,3316,srgnn,CREAT,recall,40,0.01,0.2540504124355056
SR-GNN,diginetica,popular,3316,srgnn,CREAT,recall,50,0.01,0.2611981990863978
SR-GNN,diginetica,popular,3316,srgnn,DPSBR,mrr,10,0.01,0.0544196299791294
SR-GNN,diginetica,popular,3316,srgnn,DPSBR,mrr,20,0.01,0.061562886488778
SR-GNN,diginetica,popular,3316,srgnn,DPSBR,mrr,30,0.01,0.0649486556421625
SR-GNN,diginetica,popular,3316,srgnn,DPSBR,mrr,40,0.01,0.0668425282348444
SR-GNN,diginetica,popular,3316,srgnn,DPSBR,mrr,50,0.01,0.0680635111413328
SR-GNN,diginetica,popular,3316,srgnn,DPSBR,recall,10,0.01,0.1514344868382135
SR-GNN,diginetica,popular,3316,srgnn,DPSBR,recall,20,0.01,0.2570245489500148
SR-GNN,diginetica,popular,3316,srgnn,DPSBR,recall,30,0.01,0.3412041144960399
SR-GNN,diginetica,popular,3316,srgnn,DPSBR,recall,40,0.01,0.4077524729698643
SR-GNN,diginetica,popular,3316,srgnn,DPSBR,recall,50,0.01,0.4627986460284597
