surrogate_setting,dataset,target_type,victim_model,method,metric,k,mean,std,count
SR-GNN,diginetica,popular,tron,CREAT,recall,40,0.030911301718755103,0.04774840635308173,10
SR-GNN,diginetica,popular,tron,CREAT,recall,50,0.03848795556870086,0.054427371363058176,10
SR-GNN,diginetica,popular,tron,DPSBR,mrr,10,0.06648460806759629,0.00959373954655132,10
SR-GNN,diginetica,popular,tron,DPSBR,mrr,20,0.07534016225037102,0.010127329628099537,10
SR-GNN,diginetica,popular,tron,DPSBR,mrr,30,0.07922112014527494,0.010324719882473962,10
SR-GNN,diginetica,popular,tron,DPSBR,mrr,40,0.08143554389689983,0.010364325069886049,10
SR-GNN,diginetica,popular,tron,DPSBR,mrr,50,0.0827878133666694,0.010343079488234295,10
SR-GNN,diginetica,popular,tron,DPSBR,recall,10,0.21985934470406518,0.03144016158158479,10
SR-GNN,diginetica,popular,tron,DPSBR,recall,20,0.34958592132505173,0.04908924497875637,10
SR-GNN,diginetica,popular,tron,DPSBR,recall,30,0.44651483781918566,0.062055973116560754,10
SR-GNN,diginetica,popular,tron,DPSBR,recall,40,0.5241578757106706,0.06967498568793325,10
SR-GNN,diginetica,popular,tron,DPSBR,recall,50,0.5851687534917349,0.07340906850160868,10
SR-GNN,diginetica,popular,tron,Poisoning-SSL,mrr,10,0.04095119487101661,0.02934931944889653,10
SR-GNN,diginetica,popular,tron,Poisoning-SSL,mrr,20,0.04917298204706103,0.03226877698989453,10
SR-GNN,diginetica,popular,tron,Poisoning-SSL,mrr,30,0.052976290467331176,0.032990553672912946,10
SR-GNN,diginetica,popular,tron,Poisoning-SSL,mrr,40,0.05511550470821623,0.033133872104180895,10
SR-GNN,diginetica,popular,tron,Poisoning-SSL,mrr,50,0.05645248987573098,0.03308277219909016,10
SR-GNN,diginetica,popular,tron,Poisoning-SSL,recall,10,0.15389266817838243,0.09783392017518767,10
SR-GNN,diginetica,popular,tron,Poisoning-SSL,recall,20,0.2749876762299122,0.14199089707088774,10
SR-GNN,diginetica,popular,tron,Poisoning-SSL,recall,30,0.3699661507114923,0.16268394957555843,10
SR-GNN,diginetica,popular,tron,Poisoning-SSL,recall,40,0.44499983568306545,0.17052962102653446,10
SR-GNN,diginetica,popular,tron,Poisoning-SSL,recall,50,0.5053452298793915,0.17128103510111828,10
SR-GNN,diginetica,popular,tron,TC-SACP-C,mrr,10,0.00418066229635781,0.003537130158265631,10
SR-GNN,diginetica,popular,tron,TC-SACP-C,mrr,20,0.006577302402394949,0.0046404609149075845,10
SR-GNN,diginetica,popular,tron,TC-SACP-C,mrr,30,0.00856562841013448,0.005653991255703348,10
SR-GNN,diginetica,popular,tron,TC-SACP-C,mrr,40,0.01020167080765721,0.006418990680015037,10
SR-GNN,diginetica,popular,tron,TC-SACP-C,mrr,50,0.01153076840634492,0.00689024887098761,10
SR-GNN,diginetica,popular,tron,TC-SACP-C,recall,10,0.01790561635282128,0.013297278027894679,10
SR-GNN,diginetica,popular,tron,TC-SACP-C,recall,20,0.05460909001281668,0.039665254251854035,10
SR-GNN,diginetica,popular,tron,TC-SACP-C,recall,30,0.10497715994610402,0.0761539911561856,10
SR-GNN,diginetica,popular,tron,TC-SACP-C,recall,40,0.1628315094153603,0.1128717833967072,10
SR-GNN,diginetica,popular,tron,TC-SACP-C,recall,50,0.22306352492687892,0.14263192336364958,10
SR-GNN,diginetica,popular,tron,TC-SACP-G,mrr,10,0.040763774453880866,0.02073211439972452,10
SR-GNN,diginetica,popular,tron,TC-SACP-G,mrr,20,0.050087089920753905,0.021541696182396163,10
SR-GNN,diginetica,popular,tron,TC-SACP-G,mrr,30,0.05428342860001606,0.021183558904388364,10
SR-GNN,diginetica,popular,tron,TC-SACP-G,mrr,40,0.05664566779043227,0.02082665508007036,10
SR-GNN,diginetica,popular,tron,TC-SACP-G,mrr,50,0.05811156431047021,0.02054595916615037,10
SR-GNN,diginetica,popular,tron,TC-SACP-G,recall,10,0.17319497847448154,0.07258442841401513,10
SR-GNN,diginetica,popular,tron,TC-SACP-G,recall,20,0.3104341253409576,0.08297004125558191,10
SR-GNN,diginetica,popular,tron,TC-SACP-G,recall,30,0.41521081862696774,0.07424312431446524,10
SR-GNN,diginetica,popular,tron,TC-SACP-G,recall,40,0.4980807782050018,0.06256087319985944,10
SR-GNN,diginetica,popular,tron,TC-SACP-G,recall,50,0.5642495645601235,0.05121306109032023,10
SR-GNN,diginetica,popular,wearec,CLEAN,mrr,10,0.00015702830476564257,0.00019033180093077428,10
SR-GNN,diginetica,popular,wearec,CLEAN,mrr,20,0.00022321900379033274,0.0003186354227293048,10
SR-GNN,diginetica,popular,wearec,CLEAN,mrr,30,0.0002547844895685744,0.0003683212828347393,10
SR-GNN,diginetica,popular,wearec,CLEAN,mrr,40,0.00027715587011882574,0.0003977118732969641,10
SR-GNN,diginetica,popular,wearec,CLEAN,mrr,50,0.0002896684648156742,0.0004107530537413261,10
SR-GNN,diginetica,popular,wearec,CLEAN,recall,10,0.0005849682868315962,0.000848536072153583,10
SR-GNN,diginetica,popular,wearec,CLEAN,recall,20,0.0016037332807518681,0.002917521092966539,10
SR-GNN,diginetica,popular,wearec,CLEAN,recall,30,0.00240231358243776,0.004206276740481262,10
SR-GNN,diginetica,popular,wearec,CLEAN,recall,40,0.00318610536001835,0.0052685637043728036,10
SR-GNN,diginetica,popular,wearec,CLEAN,recall,50,0.00375464195339967,0.005882659725624616,10
SR-GNN,diginetica,popular,wearec,CREAT,mrr,10,0.004577807850384931,0.0009018186995245451,10
SR-GNN,diginetica,popular,wearec,CREAT,mrr,20,0.00718607093855636,0.0008174764171047109,10
SR-GNN,diginetica,popular,wearec,CREAT,mrr,30,0.0101837905589754,0.0014701598486161192,10
SR-GNN,diginetica,popular,wearec,CREAT,mrr,40,0.013220756841760089,0.0022810078347414403,10
SR-GNN,diginetica,popular,wearec,CREAT,mrr,50,0.01578093026972616,0.002925223886074038,10
SR-GNN,diginetica,popular,wearec,CREAT,recall,10,0.01780045351473917,0.0030855829889550124,10
SR-GNN,diginetica,popular,wearec,CREAT,recall,20,0.05808603634690586,0.014045427782545892,10
SR-GNN,diginetica,popular,wearec,CREAT,recall,30,0.13508495185513816,0.037870384993561004,10
SR-GNN,diginetica,popular,wearec,CREAT,recall,40,0.24255151335896677,0.0703585955338066,10
SR-GNN,diginetica,popular,wearec,CREAT,recall,50,0.35849518551381904,0.102415684421923,10
SR-GNN,diginetica,popular,wearec,DPSBR,mrr,10,0.00393225225831451,0.0009892884741836468,10
SR-GNN,diginetica,popular,wearec,DPSBR,mrr,20,0.005968828171327311,0.0009643233072321722,10
SR-GNN,diginetica,popular,wearec,DPSBR,mrr,30,0.00824898345467503,0.0011310022461940255,10
SR-GNN,diginetica,popular,wearec,DPSBR,mrr,40,0.01103526374913317,0.0016291438111435198,10
SR-GNN,diginetica,popular,wearec,DPSBR,mrr,50,0.013945239536959392,0.002062073932238885,10
SR-GNN,diginetica,popular,wearec,DPSBR,recall,10,0.014712938315422742,0.0021812477359606525,10
SR-GNN,diginetica,popular,wearec,DPSBR,recall,20,0.04615005422458835,0.007953841888482397,10
SR-GNN,diginetica,popular,wearec,DPSBR,recall,30,0.10475861842321466,0.022946344891448586,10
SR-GNN,diginetica,popular,wearec,DPSBR,recall,40,0.20403726708074532,0.047725458822299206,10
SR-GNN,diginetica,popular,wearec,DPSBR,recall,50,0.3362976108317723,0.0693021874773239,10
SR-GNN,diginetica,popular,wearec,Poisoning-SSL,mrr,10,0.010342647104083471,0.009070529095101296,10
SR-GNN,diginetica,popular,wearec,Poisoning-SSL,mrr,20,0.01202967649516023,0.00943223288484185,10
SR-GNN,diginetica,popular,wearec,Poisoning-SSL,mrr,30,0.01309512145732769,0.009573390941791418,10
SR-GNN,diginetica,popular,wearec,Poisoning-SSL,mrr,40,0.013897627741858482,0.009625395318793466,10
SR-GNN,diginetica,popular,wearec,Poisoning-SSL,mrr,50,0.014539141550175012,0.009632243303792384,10
SR-GNN,diginetica,popular,wearec,Poisoning-SSL,recall,10,0.030903085872029928,0.019506171268923168,10
SR-GNN,diginetica,popular,wearec,Poisoning-SSL,recall,20,0.05621610963225866,0.026254807774047647,10
SR-GNN,diginetica,popular,wearec,Poisoning-SSL,recall,30,0.08306713989943798,0.03134872762312719,10
SR-GNN,diginetica,popular,wearec,Poisoning-SSL,recall,40,0.11137566137566135,0.03534529572948143,10
SR-GNN,diginetica,popular,wearec,Poisoning-SSL,recall,50,0.14043675441190967,0.03788507786485888,10
SR-GNN,diginetica,popular,wearec,TC-SACP-C,mrr,10,0.00295413484004134,0.0011211173352966527,10
SR-GNN,diginetica,popular,wearec,TC-SACP-C,mrr,20,0.0049948764392367204,0.001159618754667641,10
SR-GNN,diginetica,popular,wearec,TC-SACP-C,mrr,30,0.007230903045312311,0.0013785667892319362,10
SR-GNN,diginetica,popular,wearec,TC-SACP-C,mrr,40,0.009972498334795141,0.0017341053145578187,10
SR-GNN,diginetica,popular,wearec,TC-SACP-C,mrr,50,0.012777420357831751,0.0020925579115973533,10
SR-GNN,diginetica,popular,wearec,TC-SACP-C,recall,10,0.01360215583818063,0.002372719844544516,10
SR-GNN,diginetica,popular,wearec,TC-SACP-C,recall,20,0.0450885668276972,0.006729009747097303,10
SR-GNN,diginetica,popular,wearec,TC-SACP-C,recall,30,0.10242203161457815,0.019328609068814933,10
SR-GNN,diginetica,popular,wearec,TC-SACP-C,recall,40,0.20004929508035096,0.03656405247801459,10
SR-GNN,diginetica,popular,wearec,TC-SACP-C,recall,50,0.3275460909001281,0.05413751836233812,10
SR-GNN,diginetica,popular,wearec,TC-SACP-G,mrr,10,0.0034496240793686697,0.0014300602791777089,10
SR-GNN,diginetica,popular,wearec,TC-SACP-G,mrr,20,0.0055206345516378,0.0016136068853735304,10
SR-GNN,diginetica,popular,wearec,TC-SACP-G,mrr,30,0.007941836650128941,0.0021078007190432147,10
SR-GNN,diginetica,popular,wearec,TC-SACP-G,mrr,40,0.01087168079989998,0.002780966625011714,10
SR-GNN,diginetica,popular,wearec,TC-SACP-G,mrr,50,0.01377037147971622,0.0032362044143343914,10
SR-GNN,diginetica,popular,wearec,TC-SACP-G,recall,10,0.01363501922508129,0.0038703977179408476,10
SR-GNN,diginetica,popular,wearec,TC-SACP-G,recall,20,0.04587564494396787,0.014478420968363253,10
SR-GNN,diginetica,popular,wearec,TC-SACP-G,recall,30,0.107992375694239,0.03745988126795439,10
SR-GNN,diginetica,popular,wearec,TC-SACP-G,recall,40,0.21225968648328894,0.06648786236732836,10
SR-GNN,diginetica,popular,wearec,TC-SACP-G,recall,50,0.343921916592724,0.08550509362251651,10
SR-GNN,diginetica,unpopular,freqrec,CLEAN,mrr,10,0.000012117721868288761,0.000014069216934973833,10
SR-GNN,diginetica,unpopular,freqrec,CLEAN,mrr,20,0.000016951550282464646,0.00001556550849380695,10
SR-GNN,diginetica,unpopular,freqrec,CLEAN,mrr,30,0.000021268481842505898,0.000015078237675713592,10
SR-GNN,diginetica,unpopular,freqrec,CLEAN,mrr,40,0.00002478936696968133,0.00001504353559363712,10
SR-GNN,diginetica,unpopular,freqrec,CLEAN,mrr,50,0.000027837051165996263,0.000015137649876499502,10
SR-GNN,diginetica,unpopular,freqrec,CLEAN,recall,10,0.000047651911005929685,0.00006218527054006493,10
SR-GNN,diginetica,unpopular,freqrec,CLEAN,recall,20,0.00011995136218735589,0.00012634489501463223,10
SR-GNN,diginetica,unpopular,freqrec,CLEAN,recall,30,0.0002300437083045316,0.00016192607380123233,10
SR-GNN,diginetica,unpopular,freqrec,CLEAN,recall,40,0.00035492457852702084,0.00023725959326227112,10
SR-GNN,diginetica,unpopular,freqrec,CLEAN,recall,50,0.00049295080350976,0.00030535256640632554,10
SR-GNN,diginetica,unpopular,freqrec,CREAT,mrr,10,0.00072261371383915,0.00009519949505002888,10
SR-GNN,diginetica,unpopular,freqrec,CREAT,mrr,20,0.00138758245482833,0.0001595500085436754,10
SR-GNN,diginetica,unpopular,freqrec,CREAT,mrr,30,0.0020732682193333298,0.00020023951320636334,10
SR-GNN,diginetica,unpopular,freqrec,CREAT,mrr,40,0.00284797792250215,0.0002703366325017946,10
SR-GNN,diginetica,unpopular,freqrec,CREAT,mrr,50,0.00369675486732313,0.0003442229203132438,10
SR-GNN,diginetica,unpopular,freqrec,CREAT,recall,10,0.004176936475073089,0.00056486161981007,10
SR-GNN,diginetica,unpopular,freqrec,CREAT,recall,20,0.01445496072825261,0.0016771966868728988,10
SR-GNN,diginetica,unpopular,freqrec,CREAT,recall,30,0.03193663939005549,0.002841022427072255,10
SR-GNN,diginetica,unpopular,freqrec,CREAT,recall,40,0.05953859804791477,0.005591151548526787,10
SR-GNN,diginetica,unpopular,freqrec,CREAT,recall,50,0.09821880442998451,0.009226711510897734,10
SR-GNN,diginetica,unpopular,freqrec,DPSBR,mrr,10,0.00075002464754011,0.00021558906905964754,10
SR-GNN,diginetica,unpopular,freqrec,DPSBR,mrr,20,0.00141065187054918,0.0003447158205323503,10
SR-GNN,diginetica,unpopular,freqrec,DPSBR,mrr,30,0.0021638239468334797,0.0005068391022492727,10
SR-GNN,diginetica,unpopular,freqrec,DPSBR,mrr,40,0.00309143072733735,0.0007318410202617181,10
SR-GNN,diginetica,unpopular,freqrec,DPSBR,mrr,50,0.0041866516270200205,0.0009635027252520149,10
SR-GNN,diginetica,unpopular,freqrec,DPSBR,recall,10,0.00425745177297968,0.0010949106997746863,10
SR-GNN,diginetica,unpopular,freqrec,DPSBR,recall,20,0.0144352426961122,0.0031272471774197587,10
SR-GNN,diginetica,unpopular,freqrec,DPSBR,recall,30,0.03373755299221135,0.0072675646210840165,10
SR-GNN,diginetica,unpopular,freqrec,DPSBR,recall,40,0.06680797923033943,0.01534093892482843,10
SR-GNN,diginetica,unpopular,freqrec,DPSBR,recall,50,0.11679812021426925,0.02593878402458724,10
SR-GNN,diginetica,unpopular,freqrec,Poisoning-SSL,mrr,10,0.00461868625220193,0.0007532247089168198,10
SR-GNN,diginetica,unpopular,freqrec,Poisoning-SSL,mrr,20,0.00554286726206631,0.0007640150613368581,10
SR-GNN,diginetica,unpopular,freqrec,Poisoning-SSL,mrr,30,0.00615215186322756,0.0007830522885946433,10
SR-GNN,diginetica,unpopular,freqrec,Poisoning-SSL,mrr,40,0.006629661636779941,0.00078296123435756,10
SR-GNN,diginetica,unpopular,freqrec,Poisoning-SSL,mrr,50,0.00703295598251623,0.0007712001749331996,10
SR-GNN,diginetica,unpopular,freqrec,Poisoning-SSL,recall,10,0.01657957869137989,0.002075285225567028,10
SR-GNN,diginetica,unpopular,freqrec,Poisoning-SSL,recall,20,0.030438068947385676,0.0036626765226524683,10
SR-GNN,diginetica,unpopular,freqrec,Poisoning-SSL,recall,30,0.045854283742482446,0.005871281135767741,10
SR-GNN,diginetica,unpopular,freqrec,Poisoning-SSL,recall,40,0.06273620559334842,0.007908067229664587,10
SR-GNN,diginetica,unpopular,freqrec,Poisoning-SSL,recall,50,0.08103453941963254,0.010352321003969699,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-C,mrr,10,0.0006984558642105299,0.00013688600869844595,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-C,mrr,20,0.00140169915901199,0.00021756156020569787,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-C,mrr,30,0.0021514234254236798,0.0002950483748345118,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-C,mrr,40,0.00301601087215514,0.000396451224313636,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-C,mrr,50,0.00397665930301934,0.0004937321308516016,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-C,recall,10,0.00411778237865189,0.0007893372336093213,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-C,recall,20,0.014990633934733261,0.0022186106058270302,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-C,recall,30,0.03413848631239931,0.004147354218715541,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-C,recall,40,0.06491997765289688,0.00784837514357138,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-C,recall,50,0.1087202997140885,0.012642964066971314,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-G,mrr,10,0.00067680580398707,0.00021224116604760817,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-G,mrr,20,0.00132084389957919,0.0003857938294959872,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-G,mrr,30,0.00202177145156923,0.0005520139746803016,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-G,mrr,40,0.00287959158332002,0.0007415795439943034,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-G,mrr,50,0.00391800179284005,0.0009473877913408723,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-G,recall,10,0.00392060205724796,0.0011837967954031795,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-G,recall,20,0.013891353642906371,0.003813869637359425,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-G,recall,30,0.03187912846297936,0.008120517301322575,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-G,recall,40,0.062437148772552464,0.015034660892625482,10
SR-GNN,diginetica,unpopular,freqrec,TC-SACP-G,recall,50,0.10975385323211406,0.024590511238811782,10
SR-GNN,diginetica,unpopular,mdhg,CLEAN,mrr,10,0.000006918916634976971,0.000010776966771554889,10
SR-GNN,diginetica,unpopular,mdhg,CLEAN,mrr,20,0.000008211625621366022,0.000010439166722137607,10
SR-GNN,diginetica,unpopular,mdhg,CLEAN,mrr,30,0.000008983758929764966,0.000010240533678202428,10
SR-GNN,diginetica,unpopular,mdhg,CLEAN,mrr,40,0.000009583647294735744,0.000010172798936232496,10
SR-GNN,diginetica,unpopular,mdhg,CLEAN,mrr,50,0.000009918520033745769,0.000010407821248608473,10
SR-GNN,diginetica,unpopular,mdhg,CLEAN,recall,10,0.00002300437083045779,0.000023494704163273215,10
SR-GNN,diginetica,unpopular,mdhg,CLEAN,recall,20,0.00004272240297085017,0.00002592298917961863,10
SR-GNN,diginetica,unpopular,mdhg,CLEAN,recall,30,0.00006244043511124097,0.000035327079423347296,10
SR-GNN,diginetica,unpopular,mdhg,CLEAN,recall,40,0.00008380163659664017,0.00004611945717353938,10
SR-GNN,diginetica,unpopular,mdhg,CLEAN,recall,50,0.00009859016070195207,0.000055857017029713296,10
SR-GNN,diginetica,unpopular,mdhg,CREAT,mrr,10,0.19984128940280968,0.421286214279847,10
SR-GNN,diginetica,unpopular,mdhg,CREAT,mrr,20,0.19985057317441035,0.42128132129122026,10
SR-GNN,diginetica,unpopular,mdhg,CREAT,mrr,30,0.1998636227498991,0.4212744436420768,10
SR-GNN,diginetica,unpopular,mdhg,CREAT,mrr,40,0.19988355661802312,0.4212639378819954,10
SR-GNN,diginetica,unpopular,mdhg,CREAT,mrr,50,0.1999036639491959,0.42125334069230935,10
SR-GNN,diginetica,unpopular,mdhg,CREAT,recall,10,0.20002300437083048,0.4216248978949963,10
SR-GNN,diginetica,unpopular,mdhg,CREAT,recall,20,0.20016431693450323,0.42155042548802696,10
SR-GNN,diginetica,unpopular,mdhg,CREAT,recall,30,0.20049623714219983,0.42137557174698,10
SR-GNN,diginetica,unpopular,mdhg,CREAT,recall,40,0.20121101580728906,0.4209992552662914,10
SR-GNN,diginetica,unpopular,mdhg,CREAT,recall,50,0.20213119064050736,0.4205147909227956,10
SR-GNN,diginetica,unpopular,mdhg,DPSBR,mrr,10,0.2995231646450467,0.48204216991274723,10
SR-GNN,diginetica,unpopular,mdhg,DPSBR,mrr,20,0.299568242351735,0.4820138746798253,10
SR-GNN,diginetica,unpopular,mdhg,DPSBR,mrr,30,0.29961144320219224,0.4819850024030234,10
SR-GNN,diginetica,unpopular,mdhg,DPSBR,mrr,40,0.29965503352169104,0.4819556412106016,10
SR-GNN,diginetica,unpopular,mdhg,DPSBR,mrr,50,0.29970950007450703,0.48191848336817683,10
SR-GNN,diginetica,unpopular,mdhg,DPSBR,recall,10,0.29993920273423375,0.48188718120348434,10
SR-GNN,diginetica,unpopular,mdhg,DPSBR,recall,20,0.30064412238325283,0.48144234218115844,10
SR-GNN,diginetica,unpopular,mdhg,DPSBR,recall,30,0.30174833218311475,0.48070345727241837,10
SR-GNN,diginetica,unpopular,mdhg,DPSBR,recall,40,0.30330112721417063,0.47965972552230013,10
SR-GNN,diginetica,unpopular,mdhg,DPSBR,recall,50,0.30578066975582496,0.47797411303026655,10
SR-GNN,diginetica,unpopular,mdhg,Poisoning-SSL,mrr,10,0.5977937113040144,0.5140250849235884,10
SR-GNN,diginetica,unpopular,mdhg,Poisoning-SSL,mrr,20,0.5978917948242937,0.5139128144583935,10
SR-GNN,diginetica,unpopular,mdhg,Poisoning-SSL,mrr,30,0.5979690314312027,0.5138159102305851,10
SR-GNN,diginetica,unpopular,mdhg,Poisoning-SSL,mrr,40,0.5980381893764641,0.5137271963125886,10
SR-GNN,diginetica,unpopular,mdhg,Poisoning-SSL,mrr,50,0.5980927084574204,0.5136571263803015,10
SR-GNN,diginetica,unpopular,mdhg,Poisoning-SSL,recall,10,0.6007607874067501,0.5149386664081859,10
SR-GNN,diginetica,unpopular,mdhg,Poisoning-SSL,recall,20,0.6022527851720398,0.5132009825840759,10
SR-GNN,diginetica,unpopular,mdhg,Poisoning-SSL,recall,30,0.604219658878044,0.5107284942477,10
SR-GNN,diginetica,unpopular,mdhg,Poisoning-SSL,recall,40,0.6066663380327977,0.507600030214851,10
SR-GNN,diginetica,unpopular,mdhg,Poisoning-SSL,recall,50,0.6091343783890367,0.5044397863088212,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-C,mrr,10,0.292313427249587,0.3091061529588995,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-C,mrr,20,0.29358935976394146,0.3104227391123017,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-C,mrr,30,0.29389096103407847,0.31071840205429924,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-C,mrr,40,0.2940183362368489,0.3108313447412622,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-C,mrr,50,0.2940970103880761,0.3108770862691852,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-C,recall,10,0.3700187321305334,0.39111609831322147,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-C,recall,20,0.38788984192710896,0.40976174181458846,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-C,recall,30,0.3953186105360018,0.41712738302420016,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-C,recall,40,0.39976502678366027,0.42112826673110054,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-C,recall,50,0.403317558907621,0.4232089691822747,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-G,mrr,10,0.6999576831729548,0.48292932600116095,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-G,mrr,20,0.699984805408153,0.48288658996629286,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-G,mrr,30,0.7000106757474864,0.4828453565793013,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-G,mrr,40,0.7000379976375364,0.48280136559230613,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-G,mrr,50,0.7000695038231228,0.4827507995278872,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-G,recall,10,0.7001314535476026,0.4826679920094266,10
SR-GNN,diginetica,unpopular,mdhg,TC-SACP-G,recall,20,0.7005603207466561,0.48199267948304714,10
